,weight,age,height
73252,53,47.0,180.34
85744,56,36.0,172.72
57153,49,24.0,152.4
37630,68,41.0,157.48
58996,61,32.0,160.02
101311,63,26.0,170.18
16446,65,51.0,172.72
70949,58,34.0,165.1
10152,51,22.0,162.56
111488,61,46.0,162.56
16479,53,58.0,172.72
71142,59,50.0,167.64
19157,59,43.0,162.56
104986,56,33.0,152.4
116730,45,28.0,154.94
10777,77,30.0,157.48
88730,58,37.0,160.02
24898,61,31.0,167.64
72465,68,31.0,172.72
95101,68,31.0,157.48
46299,61,37.0,162.56
18022,76,34.0,167.64
33577,68,40.0,175.26
114656,56,30.0,152.4
35568,63,28.0,182.88
112539,68,37.0,165.1
29711,58,36.0,170.18
88232,63,36.0,170.18
82227,53,51.0,167.64
46562,73,47.0,182.88
73253,58,22.0,160.02
55823,54,27.0,162.56
26658,72,33.0,160.02
70826,81,35.0,175.26
2049,56,36.0,160.02
61374,58,29.0,157.48
17979,68,29.0,165.1
40347,52,33.0,165.1
8826,72,37.0,170.18
89648,54,37.0,154.94
93103,52,28.0,157.48
65159,74,22.0,180.34
69205,54,27.0,157.48
33249,58,63.0,170.18
39455,104,39.0,162.56
115773,72,31.0,167.64
64615,65,23.0,175.26
4922,63,32.0,167.64
12479,65,28.0,172.72
47034,65,20.0,177.8
13626,73,28.0,180.34
63116,61,27.0,162.56
36359,68,32.0,177.8
48542,53,37.0,162.56
85010,61,30.0,162.56
106756,58,29.0,165.1
46101,56,30.0,160.02
21986,57,39.0,160.02
22887,65,37.0,165.1
43767,50,42.0,152.4
29437,45,30.0,167.64
74229,52,27.0,162.56
78177,74,40.0,170.18
92220,65,32.0,177.8
1979,52,31.0,162.56
106212,70,26.0,172.72
81970,53,33.0,165.1
63863,53,33.0,160.02
27397,61,31.0,167.64
114143,92,23.0,182.88
68569,56,33.0,165.1
68490,75,28.0,177.8
63009,58,26.0,167.64
19063,50,31.0,157.48
60715,54,31.0,162.56
16145,68,29.0,165.1
119653,51,50.0,160.02
63479,79,33.0,172.72
82324,54,56.0,162.56
70653,58,27.0,160.02
41296,65,44.0,172.72
92267,56,33.0,170.18
65257,65,30.0,165.1
30971,58,32.0,162.56
53524,61,38.0,167.64
97019,64,38.0,177.8
18386,63,44.0,165.1
61319,54,29.0,175.26
11271,63,44.0,170.18
25922,58,39.0,162.56
20067,52,45.0,167.64
56365,65,38.0,177.8
63403,72,27.0,167.64
82714,69,35.0,167.64
109955,67,36.0,172.72
108798,56,42.0,160.02
103839,63,31.0,170.18
45781,56,34.0,157.48
40572,61,31.0,167.64
53618,51,37.0,160.02
59775,65,29.0,157.48
86448,83,29.0,170.18
4508,54,28.0,157.48
63327,61,26.0,167.64
45496,113,51.0,170.18
31570,53,33.0,167.64
17487,52,33.0,160.02
106945,55,53.0,170.18
20525,58,40.0,170.18
118496,65,32.0,165.1
33017,78,34.0,167.64
95601,58,26.0,170.18
102718,61,32.0,160.02
6598,58,32.0,162.56
20276,61,23.0,167.64
93727,65,40.0,167.64
54820,81,25.0,167.64
19683,58,29.0,162.56
112219,63,35.0,175.26
44410,63,31.0,165.1
67522,56,37.0,165.1
60388,65,32.0,165.1
14118,58,31.0,170.18
85696,81,36.0,162.56
93721,88,29.0,160.02
64818,58,34.0,172.72
115487,58,38.0,170.18
56611,59,31.0,170.18
18231,65,32.0,170.18
20320,90,38.0,167.64
65833,61,45.0,167.64
83298,58,37.0,160.02
14040,72,32.0,172.72
85299,64,36.0,177.8
12796,58,34.0,172.72
40282,63,44.0,170.18
12278,63,30.0,154.94
47262,60,34.0,165.1
92741,56,30.0,170.18
25222,61,28.0,175.26
92166,49,30.0,154.94
75483,49,31.0,160.02
63515,65,29.0,172.72
46367,65,24.0,175.26
96822,74,49.0,172.72
22217,61,35.0,177.8
86357,70,46.0,170.18
93351,65,26.0,172.72
39264,63,33.0,170.18
118030,68,27.0,162.56
44823,68,27.0,157.48
113757,57,53.0,170.18
96258,83,49.0,157.48
19248,68,39.0,165.1
38706,58,32.0,175.26
41314,63,19.0,160.02
94894,70,33.0,162.56
19758,58,34.0,157.48
95884,55,29.0,165.1
17586,97,33.0,160.02
84307,56,29.0,162.56
112145,90,29.0,170.18
52888,61,25.0,175.26
62147,72,38.0,175.26
20626,65,29.0,170.18
31303,58,30.0,162.56
35873,86,29.0,165.1
3447,68,32.0,175.26
59179,61,33.0,165.1
84356,63,28.0,167.64
44665,61,35.0,162.56
9147,61,33.0,170.18
59058,58,31.0,162.56
102282,58,40.0,162.56
101205,68,30.0,165.1
49772,58,30.0,160.02
77078,63,22.0,167.64
86646,63,34.0,175.26
67745,63,27.0,170.18
85534,47,36.0,170.18
47730,52,30.0,152.4
89707,58,25.0,160.02
3723,54,29.0,165.1
36461,58,32.0,160.02
88230,61,26.0,167.64
85628,49,31.0,157.48
1090,54,22.0,165.1
37528,55,28.0,162.56
110495,52,20.0,165.1
15506,58,22.0,167.64
82117,57,25.0,162.56
91001,79,30.0,149.86
5932,49,26.0,165.1
110311,52,34.0,160.02
11847,53,40.0,154.94
42610,62,33.0,160.02
65393,47,28.0,149.86
86934,58,32.0,170.18
98149,58,42.0,167.64
23893,54,41.0,160.02
79712,61,33.0,162.56
66907,65,35.0,167.64
64305,52,39.0,165.1
114244,72,69.0,167.64
105003,58,31.0,167.64
73028,63,29.0,162.56
48838,55,35.0,165.1
50849,61,43.0,172.72
72013,55,53.0,170.18
71970,70,42.0,162.56
81997,70,29.0,167.64
13610,65,53.0,170.18
37570,70,22.0,182.88
22686,77,26.0,167.64
62998,65,46.0,160.02
12516,81,49.0,177.8
111216,61,34.0,175.26
83519,83,35.0,170.18
37588,61,33.0,154.94
39852,61,31.0,172.72
60477,54,30.0,165.1
115968,58,27.0,162.56
98841,52,38.0,167.64
16435,64,32.0,157.48
53467,55,32.0,157.48
107459,51,28.0,165.1
6832,50,29.0,157.48
42360,61,39.0,162.56
30131,56,31.0,160.02
104206,57,38.0,172.72
100913,72,26.0,170.18
106122,58,30.0,165.1
102237,50,34.0,160.02
22270,63,35.0,177.8
39782,56,36.0,170.18
92888,61,38.0,165.1
71197,58,29.0,162.56
150,53,28.0,157.48
84880,52,23.0,162.56
53399,63,27.0,165.1
3959,72,37.0,180.34
99631,58,33.0,154.94
109593,49,30.0,165.1
2453,50,28.0,160.02
85691,56,27.0,160.02
12244,56,31.0,160.02
29365,49,24.0,165.1
100372,68,42.0,167.64
8137,61,32.0,170.18
112163,68,26.0,172.72
26722,63,36.0,167.64
114738,49,34.0,162.56
116354,69,35.0,172.72
60674,63,50.0,160.02
87873,79,32.0,160.02
117775,47,27.0,167.64
35966,65,33.0,162.56
56139,56,28.0,175.26
11154,99,29.0,177.8
108694,54,39.0,162.56
97051,61,24.0,175.26
44632,52,34.0,165.1
31752,68,41.0,177.8
20519,58,52.0,167.64
90360,79,32.0,162.56
17081,54,29.0,157.48
105769,52,28.0,157.48
87682,74,52.0,154.94
107089,43,40.0,152.4
18019,73,32.0,175.26
54468,55,26.0,170.18
2575,50,37.0,154.94
26705,65,46.0,167.64
29819,61,29.0,152.4
88636,54,26.0,157.48
113147,65,29.0,172.72
31182,56,27.0,162.56
37043,57,21.0,167.64
71754,67,25.0,165.1
109367,54,30.0,165.1
104681,59,40.0,160.02
59599,79,58.0,160.02
38327,45,35.0,157.48
98164,65,42.0,170.18
107327,58,28.0,172.72
59210,54,20.0,162.56
7808,68,30.0,165.1
65000,70,31.0,170.18
70084,65,54.0,180.34
56897,65,33.0,167.64
22779,61,70.0,165.1
29019,52,32.0,152.4
10226,58,23.0,160.02
106910,47,29.0,157.48
70352,62,41.0,165.1
82121,63,30.0,170.18
619,61,26.0,162.56
93966,58,27.0,160.02
70503,61,42.0,157.48
2195,63,31.0,167.64
115811,72,48.0,170.18
107230,79,48.0,177.8
98954,52,33.0,160.02
82241,86,32.0,167.64
85599,50,35.0,162.56
10240,61,45.0,167.64
110564,65,28.0,172.72
105470,58,28.0,165.1
25328,45,29.0,160.02
62578,71,65.0,162.56
109888,60,26.0,162.56
23458,52,42.0,165.1
117129,52,35.0,165.1
84727,54,28.0,162.56
97073,58,43.0,167.64
38841,54,30.0,167.64
72196,72,41.0,175.26
8165,58,27.0,165.1
41190,48,40.0,162.56
101381,61,37.0,175.26
107705,72,28.0,167.64
35163,52,40.0,160.02
59964,56,37.0,160.02
12121,56,39.0,175.26
1619,54,33.0,170.18
77322,50,27.0,165.1
27622,83,32.0,160.02
48554,50,31.0,157.48
57236,58,33.0,167.64
48569,63,30.0,167.64
13312,62,51.0,167.64
3446,56,29.0,167.64
100958,61,35.0,167.64
90471,56,38.0,154.94
59347,61,30.0,170.18
19844,65,43.0,157.48
80450,70,55.0,167.64
71084,70,23.0,160.02
51400,58,29.0,154.94
12678,81,21.0,177.8
100967,50,20.0,157.48
31257,58,33.0,162.56
101739,53,32.0,160.02
33684,48,42.0,154.94
763,62,32.0,167.64
103663,58,22.0,167.64
109338,63,32.0,160.02
119042,68,33.0,160.02
5230,58,25.0,167.64
21114,58,28.0,167.64
80130,71,35.0,165.1
3686,54,23.0,160.02
90271,56,37.0,170.18
65679,58,29.0,162.56
92769,58,36.0,170.18
74523,54,63.0,152.4
107871,56,22.0,165.1
93636,75,28.0,170.18
41402,65,27.0,175.26
99231,68,43.0,154.94
52651,61,26.0,157.48
67469,53,28.0,162.56
2194,52,32.0,167.64
16431,56,38.0,167.64
8633,49,33.0,152.4
18574,48,31.0,162.56
52223,52,47.0,157.48
61299,72,26.0,167.64
115632,63,19.0,167.64
33605,83,34.0,162.56
41294,68,21.0,177.8
109801,61,27.0,167.64
55081,58,31.0,172.72
67246,56,30.0,160.02
75909,72,44.0,175.26
49381,54,27.0,162.56
18489,54,17.0,160.02
67653,56,44.0,170.18
26858,58,29.0,165.1
64906,58,52.0,157.48
31958,49,30.0,157.48
111328,58,35.0,165.1
73228,61,33.0,170.18
86187,52,29.0,160.02
15661,61,36.0,162.56
104266,55,29.0,165.1
38593,62,28.0,167.64
108676,56,33.0,170.18
104941,77,36.0,175.26
56450,61,41.0,172.72
105585,92,28.0,165.1
51048,48,38.0,170.18
50497,82,50.0,167.64
38372,68,28.0,170.18
71065,58,27.0,175.26
54319,56,30.0,167.64
99037,51,34.0,154.94
102633,56,31.0,160.02
28097,88,30.0,172.72
14573,51,29.0,165.1
76743,63,20.0,165.1
79258,45,36.0,167.64
71858,49,33.0,152.4
13864,57,28.0,157.48
20363,50,58.0,160.02
24148,61,35.0,175.26
16739,54,47.0,165.1
28448,56,31.0,170.18
22551,77,30.0,157.48
33172,67,34.0,167.64
100483,58,30.0,165.1
91818,65,46.0,172.72
72854,54,35.0,170.18
13068,95,24.0,175.26
18745,68,32.0,175.26
109034,58,32.0,167.64
65587,53,28.0,160.02
41559,56,36.0,165.1
116048,68,36.0,167.64
84378,63,27.0,165.1
18095,52,23.0,160.02
88703,56,48.0,160.02
34925,61,30.0,172.72
38549,58,34.0,170.18
103484,61,23.0,165.1
18246,61,59.0,177.8
36892,61,39.0,177.8
110696,63,39.0,157.48
115570,72,29.0,152.4
63596,56,25.0,165.1
80307,63,36.0,162.56
29136,56,31.0,162.56
47932,75,51.0,167.64
32931,58,35.0,170.18
108123,63,27.0,175.26
92467,61,27.0,172.72
52624,75,33.0,165.1
62197,68,40.0,170.18
56619,70,31.0,165.1
16340,52,34.0,157.48
40367,49,43.0,154.94
164,58,38.0,167.64
18564,54,44.0,160.02
73407,56,32.0,157.48
113794,65,21.0,160.02
33114,65,31.0,170.18
13493,63,52.0,170.18
103785,74,41.0,162.56
87516,70,38.0,162.56
52285,58,26.0,170.18
106131,58,32.0,167.64
84843,58,33.0,167.64
115726,54,26.0,162.56
9056,56,25.0,157.48
93488,52,28.0,165.1
27845,56,49.0,175.26
32695,56,53.0,157.48
76431,61,27.0,160.02
97118,63,39.0,157.48
91871,68,32.0,172.72
40901,68,33.0,172.72
118495,47,27.0,157.48
97528,64,25.0,175.26
12971,63,38.0,157.48
14808,63,31.0,157.48
7497,58,26.0,170.18
28214,56,38.0,167.64
68250,63,27.0,175.26
4729,81,29.0,177.8
103270,58,29.0,160.02
341,52,28.0,160.02
89536,61,38.0,170.18
88119,62,47.0,170.18
31873,61,41.0,167.64
25917,57,39.0,160.02
87299,58,34.0,157.48
46188,54,28.0,167.64
28945,59,40.0,160.02
111796,77,29.0,165.1
2509,74,30.0,167.64
65819,79,42.0,162.56
60632,52,32.0,162.56
68422,72,39.0,172.72
14455,58,32.0,160.02
105179,56,41.0,162.56
93075,54,21.0,162.56
16014,56,20.0,160.02
36384,52,24.0,154.94
61759,63,27.0,162.56
57316,54,30.0,152.4
32811,63,31.0,177.8
35590,70,32.0,172.72
117885,61,26.0,162.56
102407,61,26.0,170.18
27463,49,23.0,154.94
108420,58,27.0,170.18
41241,62,34.0,170.18
9360,58,23.0,160.02
28340,71,33.0,182.88
42157,70,49.0,172.72
14749,68,42.0,167.64
72749,56,29.0,152.4
4640,65,35.0,165.1
109185,65,30.0,167.64
78766,52,33.0,162.56
112059,58,33.0,167.64
34439,54,30.0,162.56
89826,49,29.0,162.56
78130,74,38.0,172.72
18401,60,40.0,160.02
25477,63,29.0,170.18
47670,52,28.0,157.48
22496,44,43.0,154.94
102235,74,28.0,172.72
116024,56,32.0,165.1
59862,62,36.0,154.94
23244,63,25.0,170.18
49367,54,37.0,172.72
108876,65,33.0,177.8
19018,52,31.0,160.02
37975,47,33.0,154.94
17250,62,68.0,175.26
24345,68,35.0,175.26
60666,74,40.0,165.1
83384,65,21.0,165.1
50018,58,37.0,157.48
70651,65,35.0,157.48
89777,49,39.0,157.48
36894,63,34.0,172.72
101565,54,28.0,165.1
9854,60,31.0,160.02
52732,83,32.0,165.1
94177,63,29.0,170.18
115582,56,29.0,167.64
118815,58,33.0,165.1
117900,70,27.0,177.8
37319,63,56.0,167.64
78335,86,31.0,172.72
24286,49,30.0,160.02
80988,83,29.0,167.64
32688,70,30.0,170.18
61034,77,43.0,172.72
49942,58,28.0,157.48
14220,79,32.0,175.26
29177,40,50.0,160.02
104256,61,29.0,165.1
52980,72,30.0,165.1
88925,58,29.0,160.02
70839,81,34.0,177.8
90811,52,42.0,149.86
118703,58,40.0,167.64
101196,52,50.0,162.56
67776,62,37.0,162.56
33606,56,27.0,167.64
12772,70,30.0,180.34
77125,54,25.0,162.56
10839,95,24.0,175.26
117863,58,50.0,175.26
24300,47,41.0,157.48
59894,61,49.0,172.72
36779,92,23.0,182.88
100938,49,34.0,149.86
46546,58,28.0,165.1
74589,53,31.0,154.94
18451,52,27.0,157.48
106700,49,28.0,154.94
97931,53,43.0,154.94
19307,56,29.0,154.94
32751,68,39.0,157.48
70751,70,29.0,182.88
80182,61,35.0,160.02
13455,54,23.0,162.56
79265,65,26.0,177.8
85625,54,34.0,160.02
26349,63,31.0,175.26
64814,40,29.0,157.48
37467,58,24.0,162.56
21938,61,30.0,160.02
25754,54,35.0,157.48
36847,62,38.0,170.18
44960,49,28.0,162.56
30200,45,34.0,157.48
16104,58,28.0,175.26
35266,54,36.0,162.56
42504,56,33.0,165.1
111198,94,41.0,175.26
34413,56,27.0,172.72
73947,67,39.0,167.64
46038,58,35.0,165.1
108962,58,42.0,170.18
115992,73,28.0,162.56
46413,52,25.0,167.64
71000,59,38.0,162.56
25713,47,34.0,160.02
103099,53,40.0,154.94
34636,64,27.0,165.1
73088,56,29.0,162.56
19671,61,36.0,160.02
7511,77,31.0,175.26
85305,62,48.0,167.64
44509,53,44.0,160.02
67064,104,44.0,160.02
20705,60,30.0,160.02
55391,72,28.0,165.1
83727,65,46.0,177.8
89477,59,36.0,172.72
76684,68,45.0,165.1
80390,99,31.0,180.34
14972,58,26.0,157.48
72563,72,31.0,157.48
101204,50,30.0,165.1
97113,58,28.0,162.56
7182,61,33.0,177.8
95517,61,30.0,165.1
32584,65,32.0,162.56
74255,58,36.0,167.64
2235,52,25.0,154.94
40630,63,27.0,157.48
204,70,45.0,157.48
104931,61,46.0,160.02
659,78,38.0,172.72
119720,58,35.0,167.64
82625,52,51.0,162.56
36429,58,30.0,167.64
94155,63,29.0,165.1
50204,58,37.0,167.64
111120,56,35.0,162.56
86993,65,18.0,177.8
96114,62,32.0,160.02
66228,56,26.0,170.18
31746,59,33.0,162.56
19868,64,28.0,157.48
40449,53,32.0,165.1
52183,56,27.0,165.1
76857,58,40.0,160.02
74504,45,28.0,152.4
37487,65,40.0,162.56
61130,72,29.0,167.64
66050,58,56.0,165.1
37600,53,30.0,160.02
28324,71,27.0,172.72
26414,58,27.0,157.48
27582,43,28.0,160.02
70300,50,20.0,160.02
107289,81,59.0,162.56
99090,68,45.0,160.02
6899,58,29.0,157.48
100474,62,28.0,165.1
50750,61,29.0,170.18
118316,56,35.0,175.26
54188,65,26.0,170.18
58631,70,41.0,165.1
82968,54,29.0,160.02
27070,65,47.0,170.18
2980,56,30.0,170.18
1682,56,21.0,167.64
112585,72,37.0,167.64
54035,58,26.0,162.56
66277,52,34.0,167.64
38014,61,29.0,170.18
70482,63,40.0,165.1
60007,49,30.0,157.48
92859,56,28.0,167.64
41354,68,34.0,170.18
106960,54,42.0,157.48
74947,58,28.0,175.26
44835,72,33.0,162.56
117523,63,26.0,175.26
21787,61,33.0,160.02
102773,72,31.0,162.56
66367,58,51.0,162.56
19851,113,33.0,165.1
98955,72,31.0,167.64
100696,58,42.0,157.48
23076,72,31.0,165.1
104756,58,63.0,170.18
92687,65,44.0,160.02
49357,61,31.0,170.18
29752,45,29.0,152.4
28399,54,33.0,157.48
18230,49,45.0,157.48
52147,49,33.0,152.4
61861,52,33.0,157.48
79367,103,44.0,167.64
64491,58,22.0,167.64
59034,74,33.0,157.48
24859,72,31.0,167.64
43705,58,28.0,152.4
53033,61,32.0,160.02
23343,56,32.0,172.72
64562,53,28.0,154.94
26531,54,28.0,154.94
82141,65,45.0,165.1
118735,54,27.0,167.64
56984,87,32.0,165.1
38332,58,28.0,170.18
8492,58,37.0,175.26
65436,69,36.0,182.88
2506,61,30.0,162.56
101276,65,30.0,175.26
59840,65,37.0,175.26
16602,58,30.0,160.02
63752,54,27.0,175.26
39012,49,39.0,167.64
112920,50,32.0,160.02
64805,58,32.0,160.02
9253,66,30.0,167.64
79324,63,36.0,160.02
23188,58,36.0,172.72
86717,58,33.0,160.02
11150,77,31.0,160.02
90853,55,36.0,165.1
86632,52,32.0,160.02
5776,62,34.0,165.1
27812,49,30.0,160.02
53691,63,29.0,162.56
17998,56,61.0,165.1
17082,54,29.0,162.56
10083,72,69.0,167.64
73073,70,42.0,170.18
72876,68,28.0,160.02
119016,70,39.0,172.72
73924,58,30.0,167.64
20222,58,23.0,165.1
19786,58,39.0,165.1
2569,61,34.0,172.72
80363,61,28.0,170.18
28692,68,31.0,170.18
93710,60,31.0,170.18
34328,61,29.0,160.02
88928,54,29.0,165.1
70562,58,27.0,170.18
5220,81,35.0,172.72
66582,56,31.0,160.02
74426,55,48.0,165.1
45723,64,28.0,172.72
67318,56,30.0,167.64
56304,72,32.0,170.18
21001,54,36.0,152.4
117525,62,35.0,160.02
66547,70,36.0,175.26
56356,56,31.0,154.94
65554,79,31.0,154.94
118989,65,28.0,162.56
35727,53,27.0,160.02
70183,58,34.0,162.56
111510,63,33.0,172.72
25570,57,28.0,165.1
119667,52,32.0,157.48
63985,56,42.0,170.18
101033,49,35.0,165.1
81898,58,35.0,165.1
11096,47,117.0,152.4
45973,58,55.0,162.56
60472,53,21.0,152.4
14919,70,32.0,167.64
67078,68,32.0,175.26
98355,49,28.0,170.18
94811,58,30.0,167.64
18808,58,35.0,160.02
94961,54,32.0,177.8
103957,66,30.0,162.56
70606,70,30.0,162.56
69397,74,31.0,165.1
15084,90,35.0,162.56
95180,62,30.0,162.56
114588,50,35.0,175.26
8462,70,31.0,170.18
38356,56,34.0,172.72
79491,63,24.0,170.18
12323,61,32.0,157.48
34912,70,36.0,162.56
102952,56,31.0,160.02
96519,61,34.0,154.94
103679,59,36.0,162.56
79118,61,34.0,177.8
80115,61,35.0,162.56
42340,63,42.0,167.64
24463,65,42.0,170.18
80505,63,53.0,167.64
117244,68,29.0,177.8
95399,52,30.0,147.32
58712,65,29.0,165.1
70251,56,31.0,162.56
114275,68,28.0,170.18
467,70,33.0,160.02
38282,77,28.0,177.8
91514,58,33.0,152.4
75069,52,33.0,157.48
49255,63,40.0,157.48
13351,49,37.0,165.1
77135,61,29.0,162.56
28176,56,31.0,167.64
23101,52,31.0,162.56
32511,47,27.0,157.48
87835,72,33.0,167.64
59153,58,32.0,160.02
9439,51,31.0,157.48
32052,56,26.0,167.64
16671,54,24.0,160.02
87667,56,31.0,160.02
1808,57,26.0,154.94
89978,58,26.0,154.94
90887,74,35.0,160.02
45268,46,65.0,165.1
48965,63,45.0,165.1
113101,58,35.0,167.64
110335,54,26.0,170.18
30649,93,35.0,167.64
88785,72,30.0,167.64
53501,73,42.0,162.56
45218,62,54.0,165.1
2836,56,31.0,162.56
8468,56,34.0,170.18
85436,58,32.0,175.26
21672,52,43.0,167.64
114003,68,26.0,167.64
50668,53,34.0,157.48
7895,90,33.0,160.02
18021,63,40.0,162.56
2527,70,31.0,165.1
65986,72,34.0,167.64
4415,58,30.0,167.64
51665,68,34.0,172.72
15057,58,34.0,175.26
59489,56,26.0,162.56
81517,49,34.0,154.94
85581,63,33.0,165.1
75002,56,41.0,162.56
44680,79,35.0,165.1
109802,56,29.0,162.56
53627,61,30.0,175.26
51423,49,29.0,157.48
85287,54,34.0,167.64
79820,54,27.0,172.72
9866,61,30.0,157.48
12038,50,40.0,165.1
27536,63,19.0,160.02
51015,70,31.0,165.1
27473,58,31.0,162.56
77468,49,39.0,160.02
27479,77,34.0,182.88
2627,56,55.0,165.1
49189,52,28.0,154.94
102391,76,39.0,167.64
76220,56,26.0,157.48
39748,63,33.0,170.18
78293,70,48.0,172.72
12536,54,30.0,162.56
14058,52,26.0,170.18
50830,58,37.0,165.1
15212,49,36.0,157.48
6206,52,55.0,160.02
3506,52,45.0,152.4
80756,49,29.0,157.48
90138,65,40.0,165.1
81196,47,21.0,157.48
7293,64,58.0,165.1
29307,67,49.0,152.4
78969,61,30.0,160.02
31156,58,32.0,170.18
102196,63,28.0,165.1
119301,79,33.0,175.26
110306,54,44.0,170.18
69783,51,34.0,162.56
85133,55,32.0,157.48
46966,58,27.0,160.02
100198,56,38.0,160.02
33594,64,34.0,180.34
66516,58,30.0,160.02
105811,59,31.0,160.02
82959,61,30.0,170.18
41231,61,29.0,170.18
20482,54,30.0,157.48
29907,52,54.0,170.18
119659,61,27.0,154.94
42232,62,34.0,160.02
11148,61,29.0,170.18
95842,68,49.0,167.64
22532,74,32.0,170.18
105048,63,31.0,162.56
104288,70,28.0,170.18
43222,68,29.0,170.18
104923,49,32.0,154.94
44121,58,31.0,177.8
52960,49,24.0,167.64
88994,61,29.0,170.18
10106,50,27.0,160.02
88590,71,38.0,170.18
9619,60,34.0,162.56
80198,45,46.0,152.4
75335,52,30.0,175.26
50439,49,35.0,157.48
87496,48,30.0,157.48
60902,63,27.0,165.1
16924,52,35.0,157.48
24835,70,39.0,170.18
30201,40,28.0,152.4
57225,68,31.0,167.64
8648,63,28.0,160.02
111418,74,40.0,170.18
82661,58,37.0,165.1
66192,53,33.0,162.56
110971,43,30.0,147.32
65087,61,29.0,162.56
67949,55,28.0,157.48
57426,65,36.0,167.64
35349,70,33.0,157.48
83297,48,43.0,162.56
50796,47,28.0,157.48
4561,90,26.0,172.72
86102,50,26.0,165.1
88731,61,31.0,160.02
68436,52,37.0,157.48
20622,58,48.0,165.1
1116,54,37.0,157.48
12378,49,35.0,160.02
47310,52,34.0,162.56
89482,53,23.0,170.18
84345,77,36.0,170.18
117786,68,30.0,160.02
32624,65,24.0,170.18
86963,56,32.0,160.02
51471,77,57.0,172.72
13581,61,33.0,167.64
865,55,28.0,160.02
94295,58,38.0,175.26
102266,57,65.0,165.1
96177,56,35.0,167.64
7185,58,31.0,160.02
40272,52,36.0,162.56
9391,72,31.0,167.64
70488,65,29.0,175.26
10351,63,60.0,167.64
20665,61,50.0,170.18
82933,53,27.0,165.1
100973,52,32.0,160.02
86390,111,25.0,165.1
30834,47,28.0,157.48
67615,88,46.0,167.64
90216,68,38.0,167.64
84376,58,39.0,157.48
113524,56,33.0,162.56
85876,58,33.0,162.56
71524,65,36.0,170.18
82416,52,33.0,162.56
87289,58,33.0,170.18
45180,61,30.0,154.94
39750,52,34.0,160.02
117762,61,19.0,180.34
102914,65,35.0,167.64
67121,65,25.0,175.26
83707,56,30.0,160.02
52143,46,48.0,152.4
71359,56,41.0,165.1
32533,79,44.0,170.18
100594,58,44.0,162.56
59973,72,28.0,172.72
6603,58,34.0,175.26
75199,56,24.0,165.1
20169,84,34.0,167.64
82468,56,30.0,160.02
115525,56,34.0,154.94
35511,50,30.0,165.1
65532,61,29.0,165.1
33771,47,25.0,165.1
96065,70,31.0,177.8
34425,54,35.0,157.48
49968,54,28.0,160.02
21118,72,27.0,167.64
47710,68,38.0,162.56
92206,57,37.0,165.1
68475,86,38.0,182.88
113970,70,39.0,167.64
429,68,29.0,172.72
116217,58,33.0,172.72
63879,99,31.0,167.64
103537,81,40.0,160.02
23811,63,30.0,172.72
69520,63,34.0,157.48
46497,68,34.0,170.18
90627,63,31.0,165.1
25485,45,20.0,157.48
75302,54,28.0,167.64
104201,54,44.0,162.56
39324,65,22.0,170.18
59260,53,30.0,157.48
116894,70,29.0,165.1
18033,54,24.0,165.1
98693,56,36.0,170.18
40373,56,62.0,154.94
91401,56,39.0,170.18
28393,49,27.0,160.02
87,70,23.0,147.32
71682,108,48.0,177.8
96491,45,29.0,175.26
70436,56,30.0,170.18
43645,56,31.0,162.56
66585,63,30.0,157.48
59754,63,50.0,175.26
60751,61,44.0,170.18
112232,63,28.0,170.18
8927,58,31.0,165.1
54850,61,32.0,172.72
17734,60,41.0,160.02
117913,59,31.0,162.56
77265,77,27.0,182.88
102094,66,34.0,162.56
8344,56,40.0,157.48
110556,61,35.0,170.18
93431,54,28.0,157.48
23293,65,30.0,165.1
101278,63,35.0,165.1
18304,56,43.0,157.48
50280,53,28.0,157.48
34679,58,29.0,160.02
38192,58,30.0,162.56
48440,56,25.0,160.02
74450,71,33.0,170.18
85950,52,28.0,152.4
115436,74,57.0,175.26
80171,58,29.0,167.64
103229,54,31.0,165.1
48699,52,26.0,170.18
58967,55,30.0,162.56
6454,61,38.0,165.1
67265,58,30.0,160.02
95023,72,30.0,175.26
49024,58,28.0,175.26
56845,86,33.0,175.26
3428,54,32.0,175.26
86021,77,48.0,177.8
44927,72,35.0,170.18
84757,65,38.0,162.56
9683,63,34.0,162.56
46914,61,35.0,170.18
42275,53,58.0,172.72
43987,57,21.0,167.64
73524,56,29.0,160.02
30468,61,36.0,180.34
100010,54,40.0,162.56
113858,58,31.0,162.56
37184,68,27.0,175.26
99495,61,33.0,165.1
92692,57,28.0,167.64
94815,63,31.0,160.02
11790,74,52.0,154.94
26325,72,33.0,167.64
106489,62,29.0,170.18
54759,58,36.0,162.56
23050,46,48.0,152.4
97722,50,29.0,162.56
116970,52,30.0,162.56
79213,53,44.0,154.94
79325,54,34.0,165.1
99413,56,23.0,162.56
89903,72,37.0,177.8
73484,58,27.0,165.1
23934,54,28.0,170.18
107899,65,29.0,170.18
63608,74,29.0,157.48
2885,70,32.0,172.72
64281,49,34.0,160.02
43947,62,27.0,162.56
51379,54,25.0,170.18
96323,72,30.0,167.64
50454,74,31.0,165.1
46596,47,30.0,147.32
10339,81,48.0,165.1
116982,61,25.0,170.18
12162,61,43.0,177.8
18658,56,29.0,157.48
89207,65,29.0,160.02
101902,52,27.0,162.56
91534,47,33.0,157.48
52710,65,39.0,167.64
113302,61,30.0,170.18
