,weight,age,height
48659,58,63.0,170.18
4674,59,28.0,175.26
51626,61,32.0,172.72
103141,76,55.0,167.64
107549,52,39.0,160.02
70275,61,29.0,157.48
38233,54,44.0,162.56
50651,56,42.0,165.1
42726,58,22.0,160.02
105086,54,28.0,157.48
63829,58,36.0,172.72
113725,58,30.0,165.1
62230,61,45.0,160.02
38158,56,28.0,152.4
89102,65,39.0,160.02
67630,77,38.0,177.8
45010,65,42.0,162.56
8901,54,27.0,167.64
44774,65,26.0,167.64
107809,72,31.0,165.1
59661,58,27.0,170.18
51260,69,36.0,160.02
50098,49,37.0,165.1
64817,65,38.0,157.48
94756,67,28.0,175.26
84407,56,30.0,162.56
103853,65,39.0,175.26
91358,58,36.0,157.48
50937,78,40.0,170.18
26585,63,30.0,165.1
80914,68,29.0,170.18
47418,74,29.0,160.02
67413,65,33.0,170.18
106165,68,29.0,165.1
332,52,24.0,180.34
92893,63,37.0,154.94
23387,58,30.0,152.4
28891,58,31.0,172.72
97671,63,45.0,157.48
61657,74,30.0,160.02
4235,68,32.0,172.72
98196,45,27.0,157.48
101425,66,52.0,170.18
6313,56,36.0,157.48
19222,61,29.0,170.18
81543,66,27.0,157.48
71897,65,45.0,157.48
105548,80,38.0,172.72
13002,52,30.0,157.48
61425,54,30.0,160.02
3239,62,52.0,170.18
77010,53,28.0,162.56
53525,47,27.0,160.02
76118,68,21.0,172.72
95936,54,47.0,157.48
103793,55,37.0,162.56
83012,68,34.0,170.18
56609,57,32.0,162.56
11929,58,18.0,165.1
5965,97,34.0,167.64
110171,58,23.0,170.18
81509,55,32.0,160.02
51341,79,31.0,170.18
39447,88,40.0,162.56
56487,52,26.0,154.94
96273,51,60.0,152.4
13935,77,48.0,172.72
44242,61,28.0,172.72
53146,56,34.0,165.1
26002,68,21.0,162.56
43414,68,32.0,167.64
45140,65,30.0,170.18
83806,59,29.0,167.64
59772,59,41.0,165.1
129,52,27.0,157.48
9484,74,36.0,175.26
82402,67,29.0,165.1
44603,61,37.0,165.1
57849,65,54.0,165.1
87888,58,25.0,162.56
24355,65,50.0,165.1
117515,67,37.0,172.72
109856,68,20.0,175.26
55404,68,52.0,167.64
100569,72,35.0,177.8
97152,77,28.0,175.26
54864,61,23.0,149.86
2649,79,32.0,167.64
4358,52,32.0,157.48
117040,61,31.0,167.64
57853,68,31.0,170.18
119106,68,49.0,170.18
89722,58,30.0,152.4
2688,65,33.0,177.8
63885,70,54.0,165.1
63894,67,37.0,170.18
116419,65,51.0,170.18
54549,58,50.0,167.64
102985,68,34.0,157.48
51306,72,38.0,177.8
4160,52,27.0,157.48
54853,58,26.0,167.64
80586,62,27.0,165.1
103349,55,42.0,175.26
1459,58,40.0,167.64
97700,58,33.0,160.02
20202,72,32.0,157.48
1036,108,29.0,160.02
53715,63,28.0,160.02
73873,74,38.0,175.26
18985,61,28.0,165.1
109931,61,30.0,167.64
36670,59,38.0,162.56
110032,87,34.0,175.26
66986,61,38.0,170.18
9680,60,50.0,162.56
112788,53,38.0,157.48
17773,65,31.0,165.1
89970,68,28.0,162.56
46030,61,37.0,177.8
57208,65,28.0,157.48
91352,74,25.0,160.02
86509,58,41.0,162.56
42844,58,31.0,165.1
51371,58,36.0,160.02
58152,65,25.0,165.1
2974,61,33.0,172.72
52016,58,31.0,167.64
66556,54,29.0,165.1
100695,69,27.0,170.18
90720,54,33.0,162.56
45351,70,35.0,180.34
88158,58,35.0,160.02
27695,61,29.0,167.64
69012,63,27.0,177.8
95816,65,45.0,170.18
73449,56,41.0,162.56
34211,61,28.0,172.72
35738,65,34.0,165.1
30450,62,28.0,162.56
119234,61,30.0,162.56
48978,49,27.0,157.48
114704,58,27.0,167.64
96056,61,35.0,172.72
75311,57,61.0,160.02
92479,53,35.0,170.18
51433,68,30.0,172.72
66512,65,27.0,154.94
50570,54,34.0,162.56
52836,77,36.0,160.02
112234,54,49.0,165.1
16581,54,28.0,160.02
14560,52,42.0,160.02
105841,58,34.0,167.64
7371,70,36.0,165.1
65013,56,28.0,175.26
46820,55,47.0,167.64
88620,49,24.0,167.64
17453,56,29.0,170.18
62794,78,45.0,177.8
89820,60,40.0,175.26
87260,56,26.0,170.18
6807,57,58.0,162.56
39647,63,60.0,165.1
900,90,32.0,165.1
12291,70,51.0,165.1
833,54,25.0,165.1
13788,63,39.0,175.26
80736,58,27.0,167.64
21191,70,33.0,172.72
8180,61,40.0,162.56
100495,52,30.0,167.64
116046,52,33.0,157.48
99234,58,31.0,165.1
8971,48,27.0,152.4
84748,73,58.0,165.1
82246,47,32.0,160.02
82787,65,35.0,175.26
101534,61,26.0,167.64
13552,61,27.0,165.1
49193,70,39.0,170.18
58449,81,34.0,177.8
111250,56,33.0,165.1
13459,61,61.0,167.64
38806,51,29.0,165.1
96424,56,30.0,172.72
38196,93,35.0,172.72
114190,79,35.0,175.26
90021,62,29.0,172.72
105800,46,37.0,154.94
78833,61,52.0,160.02
37682,54,51.0,157.48
105297,54,32.0,162.56
62805,54,27.0,167.64
19146,65,35.0,170.18
84024,54,34.0,152.4
23342,77,34.0,165.1
16963,63,39.0,170.18
93668,51,29.0,157.48
114589,56,34.0,162.56
4433,70,32.0,165.1
6220,65,48.0,167.64
54916,58,34.0,154.94
41926,61,32.0,167.64
16256,68,40.0,167.64
113609,65,27.0,170.18
63580,56,29.0,167.64
36532,70,32.0,162.56
4983,61,34.0,175.26
20161,68,37.0,149.86
52228,61,25.0,165.1
111299,55,28.0,160.02
104324,62,40.0,170.18
77477,56,31.0,162.56
63435,50,34.0,157.48
75637,58,61.0,160.02
1170,54,40.0,162.56
45446,58,34.0,162.56
102280,54,25.0,167.64
51068,56,36.0,160.02
16367,70,34.0,165.1
93437,61,29.0,167.64
7586,56,36.0,152.4
66882,58,46.0,165.1
78193,63,35.0,167.64
68988,61,59.0,177.8
96530,52,30.0,165.1
85551,65,28.0,175.26
59005,90,34.0,175.26
8117,70,29.0,165.1
17702,63,28.0,162.56
18245,54,55.0,165.1
24774,63,28.0,172.72
65090,65,31.0,160.02
29128,54,31.0,160.02
12106,90,32.0,170.18
63092,54,30.0,167.64
27692,45,20.0,152.4
111420,56,43.0,160.02
21003,62,31.0,172.72
76173,50,27.0,152.4
39529,51,33.0,162.56
87094,55,28.0,157.48
67532,45,27.0,152.4
73925,58,38.0,170.18
64267,99,35.0,162.56
104461,58,31.0,154.94
102931,104,29.0,165.1
114416,56,42.0,165.1
95075,49,37.0,165.1
56937,52,32.0,152.4
98773,68,29.0,165.1
80554,61,42.0,165.1
47307,48,33.0,157.48
55087,56,32.0,170.18
58604,68,26.0,170.18
95556,56,30.0,167.64
103053,54,20.0,170.18
113628,65,31.0,157.48
20263,79,48.0,175.26
52602,61,29.0,165.1
102110,54,41.0,162.56
17352,49,34.0,160.02
105061,53,30.0,152.4
112026,58,31.0,162.56
39236,74,29.0,165.1
54788,79,55.0,165.1
29926,52,36.0,160.02
64477,49,27.0,157.48
15271,65,32.0,162.56
32397,68,31.0,157.48
92734,77,37.0,170.18
75113,83,31.0,170.18
1152,56,51.0,165.1
77158,95,42.0,177.8
92995,58,30.0,172.72
56264,78,23.0,177.8
42153,58,47.0,165.1
108127,54,22.0,149.86
44132,54,28.0,157.48
84448,54,52.0,167.64
61904,67,32.0,172.72
87712,62,35.0,160.02
11473,52,20.0,165.1
7614,52,29.0,152.4
58936,70,32.0,172.72
78917,58,34.0,160.02
77795,66,36.0,160.02
36493,74,62.0,177.8
6318,60,36.0,170.18
13786,56,34.0,157.48
33262,52,46.0,152.4
8756,63,29.0,160.02
18680,52,29.0,157.48
46249,56,40.0,172.72
49498,58,35.0,165.1
13169,62,48.0,172.72
48247,54,34.0,167.64
41769,58,30.0,160.02
33726,44,34.0,160.02
95890,70,33.0,162.56
32843,61,32.0,162.56
90087,52,41.0,162.56
114566,72,34.0,170.18
105270,68,26.0,154.94
10465,99,38.0,167.64
35594,58,39.0,157.48
21873,65,45.0,160.02
79593,58,34.0,172.72
22492,61,58.0,162.56
75018,81,39.0,180.34
79188,90,31.0,170.18
2852,72,32.0,172.72
118347,53,31.0,165.1
61212,65,27.0,172.72
74248,70,26.0,170.18
76553,72,39.0,167.64
67335,63,31.0,177.8
91011,52,29.0,157.48
70145,70,28.0,175.26
22701,65,33.0,167.64
35108,56,29.0,162.56
113476,56,44.0,162.56
93564,72,22.0,177.8
20570,56,35.0,162.56
102736,74,39.0,167.64
26428,56,37.0,170.18
39414,61,40.0,170.18
34652,63,29.0,167.64
78727,79,32.0,167.64
98099,57,27.0,172.72
7914,78,28.0,177.8
24384,70,57.0,167.64
2116,56,32.0,172.72
29829,63,32.0,167.64
61416,54,33.0,160.02
75334,63,36.0,162.56
37967,68,27.0,175.26
104110,72,28.0,170.18
110089,43,21.0,149.86
12544,54,30.0,162.56
17634,71,31.0,170.18
110146,56,50.0,165.1
7887,68,35.0,165.1
58072,46,29.0,152.4
29145,49,29.0,160.02
43396,74,32.0,177.8
3901,77,57.0,177.8
14275,70,30.0,160.02
60896,77,20.0,167.64
114709,58,20.0,165.1
96596,70,43.0,160.02
14189,63,24.0,170.18
20301,63,23.0,157.48
74615,74,26.0,172.72
99000,72,29.0,175.26
105925,61,27.0,165.1
105602,68,47.0,152.4
48428,86,18.0,167.64
18454,68,21.0,162.56
75067,56,27.0,167.64
92781,52,27.0,170.18
10503,47,36.0,170.18
53692,57,60.0,154.94
37127,79,28.0,170.18
12431,70,41.0,162.56
18373,52,30.0,170.18
26527,60,26.0,160.02
32428,58,22.0,167.64
5733,54,36.0,165.1
25458,61,29.0,172.72
113479,58,34.0,172.72
7547,68,35.0,172.72
16994,65,31.0,170.18
109726,54,29.0,162.56
92212,70,28.0,165.1
56547,57,30.0,162.56
93412,58,46.0,170.18
114831,61,40.0,160.02
10606,83,27.0,172.72
78505,61,40.0,167.64
96805,72,26.0,157.48
65437,63,28.0,170.18
102695,58,31.0,165.1
61142,65,34.0,170.18
62708,63,28.0,162.56
25952,52,32.0,162.56
67512,81,30.0,172.72
34995,58,26.0,170.18
37017,77,44.0,175.26
110073,81,35.0,165.1
31347,64,28.0,165.1
40733,68,29.0,160.02
38872,48,32.0,152.4
7460,65,31.0,170.18
19565,54,33.0,157.48
53821,43,26.0,160.02
42148,56,35.0,172.72
52545,62,40.0,160.02
63838,78,31.0,182.88
59110,86,28.0,175.26
61903,58,28.0,165.1
66294,65,33.0,160.02
97199,66,54.0,170.18
14764,63,32.0,162.56
52966,61,36.0,160.02
7649,65,26.0,175.26
118374,49,28.0,154.94
58,63,28.0,172.72
33630,56,50.0,170.18
105829,52,32.0,149.86
24275,53,53.0,162.56
70233,53,25.0,167.64
36780,54,29.0,167.64
87323,61,21.0,175.26
18618,68,43.0,160.02
55896,54,25.0,157.48
99048,68,31.0,177.8
83094,52,54.0,157.48
45203,61,59.0,177.8
112813,56,29.0,154.94
111118,61,30.0,172.72
22376,61,33.0,165.1
456,58,32.0,162.56
106797,57,20.0,165.1
53742,56,39.0,172.72
87653,58,33.0,162.56
62900,74,22.0,180.34
117332,52,33.0,162.56
106892,65,27.0,172.72
99599,61,30.0,167.64
2942,61,28.0,172.72
86080,72,32.0,167.64
23219,58,27.0,162.56
111973,58,26.0,162.56
54537,72,24.0,170.18
54721,58,29.0,160.02
21574,72,31.0,170.18
37491,57,43.0,175.26
50815,58,34.0,152.4
83164,71,48.0,170.18
115748,52,29.0,162.56
77639,66,36.0,162.56
72395,51,32.0,165.1
61658,99,30.0,172.72
45565,70,48.0,177.8
13430,54,33.0,157.48
2742,69,38.0,170.18
74583,54,26.0,165.1
89248,97,49.0,154.94
47814,52,31.0,162.56
119535,64,31.0,165.1
9727,54,36.0,170.18
78093,95,24.0,175.26
110288,58,29.0,157.48
100599,68,44.0,162.56
81547,72,39.0,172.72
65957,56,35.0,172.72
2913,53,34.0,160.02
114399,56,39.0,167.64
28030,54,38.0,160.02
46218,63,46.0,177.8
112691,54,31.0,162.56
109398,70,31.0,170.18
80311,52,36.0,162.56
44582,68,32.0,165.1
90738,63,25.0,172.72
33975,74,32.0,172.72
57659,68,32.0,170.18
74046,52,33.0,165.1
49999,58,27.0,165.1
45342,57,49.0,165.1
49273,68,31.0,167.64
79792,56,31.0,160.02
47014,83,32.0,165.1
107355,61,26.0,175.26
68847,49,33.0,154.94
10796,57,34.0,160.02
61010,66,45.0,167.64
67998,63,29.0,172.72
116224,56,30.0,160.02
9945,63,34.0,170.18
74031,49,24.0,162.56
95871,77,36.0,165.1
112675,58,52.0,172.72
1803,63,33.0,172.72
118604,62,38.0,165.1
57212,70,28.0,175.26
102855,56,44.0,154.94
118987,81,27.0,162.56
27168,56,29.0,167.64
31276,56,27.0,167.64
12250,65,35.0,167.64
18371,61,30.0,162.56
83547,43,45.0,167.64
18702,63,43.0,157.48
95838,52,27.0,152.4
71460,63,38.0,162.56
5033,63,33.0,170.18
41973,72,34.0,160.02
33061,61,37.0,172.72
4494,61,63.0,170.18
20657,68,31.0,165.1
51612,58,31.0,154.94
117116,68,52.0,177.8
104226,65,39.0,180.34
32036,60,36.0,172.72
32563,52,28.0,152.4
100835,65,30.0,177.8
80283,74,49.0,162.56
69895,57,29.0,160.02
100809,65,42.0,167.64
29114,49,21.0,154.94
88921,55,44.0,162.56
99864,63,31.0,157.48
94706,65,32.0,165.1
64996,58,55.0,162.56
110938,56,34.0,170.18
110486,70,30.0,162.56
14290,72,32.0,167.64
110907,68,36.0,175.26
74960,65,31.0,177.8
58310,52,31.0,162.56
76419,56,52.0,162.56
29185,73,42.0,182.88
23745,43,34.0,154.94
38507,58,31.0,162.56
50469,60,38.0,165.1
88588,77,32.0,160.02
114575,61,41.0,152.4
96196,48,37.0,162.56
13355,65,31.0,170.18
4936,54,22.0,165.1
49098,61,32.0,167.64
47605,70,39.0,172.72
86038,63,28.0,162.56
81736,77,31.0,175.26
98983,52,25.0,162.56
40098,68,25.0,167.64
114485,50,27.0,162.56
37856,58,23.0,160.02
37498,47,23.0,165.1
31111,58,27.0,162.56
61564,54,32.0,170.18
67891,70,33.0,165.1
8506,53,37.0,167.64
25394,56,30.0,154.94
31097,66,41.0,162.56
75818,58,28.0,167.64
40627,63,31.0,172.72
103767,54,31.0,162.56
87103,54,29.0,177.8
51069,54,28.0,160.02
117592,63,66.0,157.48
4718,68,36.0,170.18
103705,54,22.0,162.56
8525,58,31.0,160.02
72658,56,44.0,165.1
78002,61,34.0,167.64
31396,45,37.0,162.56
85985,55,37.0,167.64
54057,47,26.0,152.4
24874,65,24.0,170.18
82143,58,46.0,172.72
53729,63,29.0,172.72
42362,58,29.0,175.26
13918,72,46.0,175.26
59722,79,31.0,177.8
107488,58,38.0,165.1
110064,70,0.0,167.64
55793,56,43.0,167.64
109065,52,31.0,170.18
83254,56,35.0,165.1
72063,63,37.0,167.64
4016,51,50.0,154.94
49938,52,28.0,162.56
92611,52,23.0,157.48
81365,56,29.0,165.1
33311,78,30.0,157.48
2539,58,18.0,162.56
105732,52,27.0,157.48
102802,74,35.0,172.72
33584,63,36.0,170.18
62697,69,30.0,175.26
70634,72,28.0,170.18
22111,58,51.0,157.48
1110,77,46.0,167.64
112797,56,29.0,160.02
54836,70,30.0,167.64
32137,90,38.0,165.1
103521,51,39.0,172.72
10077,45,30.0,154.94
87816,63,27.0,165.1
32914,56,30.0,165.1
105005,58,32.0,157.48
9144,81,33.0,170.18
107408,81,37.0,160.02
30674,74,31.0,170.18
80725,57,37.0,165.1
115611,56,31.0,160.02
52582,72,31.0,152.4
10027,52,34.0,157.48
114815,44,31.0,154.94
37729,55,52.0,162.56
43703,57,26.0,157.48
63259,70,33.0,167.64
89738,58,41.0,162.56
115631,53,28.0,154.94
71999,70,33.0,172.72
37243,86,35.0,170.18
56722,68,51.0,170.18
78768,79,27.0,180.34
107370,61,36.0,170.18
39151,80,44.0,160.02
9434,74,46.0,167.64
26901,54,22.0,167.64
41131,48,23.0,160.02
77821,70,39.0,167.64
103017,56,36.0,162.56
45072,68,38.0,170.18
65332,63,41.0,172.72
118337,63,39.0,170.18
59806,74,33.0,162.56
12831,58,44.0,160.02
103646,49,40.0,162.56
53561,61,30.0,172.72
22056,54,31.0,160.02
48137,48,32.0,160.02
10464,58,37.0,162.56
57637,74,39.0,170.18
50947,53,28.0,170.18
38124,61,35.0,170.18
2878,62,42.0,165.1
4288,58,27.0,157.48
80683,68,30.0,162.56
78923,54,22.0,165.1
107529,79,30.0,165.1
36772,74,26.0,172.72
58043,45,38.0,160.02
117953,62,44.0,165.1
65163,58,27.0,175.26
63543,61,33.0,175.26
83999,79,32.0,182.88
111585,47,45.0,152.4
31003,64,34.0,165.1
57597,56,34.0,160.02
44568,63,31.0,160.02
76240,86,46.0,182.88
38322,61,29.0,167.64
91019,52,28.0,165.1
5067,52,32.0,162.56
71253,54,27.0,162.56
56439,54,36.0,160.02
76156,63,31.0,172.72
49623,75,27.0,172.72
26304,58,31.0,162.56
15911,52,25.0,157.48
106583,58,26.0,162.56
28434,68,32.0,175.26
106883,54,26.0,162.56
73894,56,26.0,162.56
97476,68,34.0,162.56
21060,90,44.0,167.64
42621,61,32.0,160.02
82186,61,26.0,162.56
8902,47,38.0,162.56
47244,68,27.0,177.8
63023,62,37.0,165.1
108300,79,48.0,177.8
97596,58,30.0,167.64
64271,81,31.0,175.26
106572,54,30.0,160.02
97159,63,27.0,175.26
58382,70,32.0,167.64
18850,53,28.0,157.48
87063,58,24.0,167.64
45924,50,53.0,165.1
1458,54,31.0,157.48
72247,56,26.0,162.56
51685,61,28.0,170.18
45239,56,57.0,170.18
52395,61,35.0,157.48
117440,65,28.0,167.64
65721,63,42.0,170.18
89196,56,27.0,165.1
46983,62,31.0,170.18
82647,79,38.0,160.02
107877,56,31.0,162.56
29611,68,39.0,160.02
106431,54,53.0,167.64
45390,61,34.0,172.72
92921,54,27.0,157.48
70285,54,24.0,157.48
56030,58,28.0,167.64
30766,58,44.0,162.56
86407,65,47.0,160.02
48049,63,24.0,162.56
16820,72,34.0,172.72
92440,65,31.0,170.18
116581,49,29.0,152.4
118997,52,37.0,165.1
94052,65,23.0,180.34
3872,62,29.0,172.72
88515,45,29.0,162.56
31904,86,33.0,175.26
110538,56,34.0,170.18
109060,56,44.0,162.56
53179,61,28.0,170.18
103829,64,27.0,172.72
34582,49,34.0,157.48
103346,81,34.0,177.8
72997,52,31.0,154.94
104434,67,42.0,162.56
33396,72,44.0,162.56
78119,61,25.0,170.18
27865,63,50.0,177.8
91233,61,28.0,165.1
6819,68,27.0,167.64
87585,49,24.0,160.02
3670,58,30.0,162.56
106057,58,35.0,160.02
109799,50,59.0,157.48
53673,54,29.0,162.56
70329,54,33.0,160.02
105304,63,41.0,170.18
70864,66,29.0,175.26
19081,54,32.0,160.02
112572,61,27.0,175.26
112328,68,28.0,162.56
98754,55,32.0,160.02
22702,72,32.0,165.1
69988,56,19.0,167.64
113480,61,35.0,162.56
41650,104,43.0,162.56
594,63,39.0,175.26
32270,74,32.0,162.56
5224,63,27.0,160.02
114233,70,35.0,160.02
100325,58,34.0,175.26
6736,61,33.0,157.48
43329,56,31.0,170.18
74689,53,28.0,157.48
72942,58,38.0,165.1
19355,52,30.0,162.56
62830,79,39.0,167.64
44482,61,36.0,162.56
3678,54,30.0,160.02
59577,61,25.0,180.34
2329,65,29.0,162.56
93737,58,26.0,172.72
101812,54,31.0,165.1
5610,63,31.0,172.72
71080,52,35.0,160.02
76237,80,46.0,165.1
76892,72,26.0,172.72
100098,77,41.0,175.26
17837,70,39.0,170.18
63353,53,32.0,165.1
40324,49,38.0,154.94
118554,59,24.0,170.18
117451,68,30.0,165.1
15097,72,29.0,175.26
48362,68,38.0,157.48
118468,56,27.0,167.64
84715,70,28.0,180.34
3555,53,54.0,167.64
52390,58,27.0,170.18
64644,58,41.0,162.56
46304,52,28.0,154.94
40483,65,34.0,172.72
114997,56,37.0,162.56
79564,57,53.0,167.64
3803,65,32.0,172.72
87402,48,34.0,160.02
63814,52,27.0,170.18
64093,58,30.0,167.64
99692,61,37.0,167.64
104889,68,27.0,167.64
9428,58,29.0,152.4
86118,65,30.0,172.72
43569,61,29.0,157.48
58361,58,39.0,162.56
32391,47,29.0,154.94
92527,58,21.0,165.1
19197,68,33.0,167.64
54480,68,31.0,167.64
50901,61,33.0,172.72
55421,68,22.0,165.1
18046,61,29.0,167.64
94930,63,31.0,165.1
25759,44,30.0,157.48
81768,49,30.0,160.02
63960,62,46.0,162.56
18119,70,40.0,170.18
32681,69,49.0,165.1
64798,65,31.0,170.18
7816,63,37.0,157.48
81097,45,28.0,157.48
29144,61,28.0,162.56
94205,61,29.0,180.34
79335,62,49.0,160.02
18857,56,44.0,162.56
57028,56,44.0,160.02
106763,56,40.0,154.94
86559,58,32.0,167.64
58496,74,35.0,162.56
7534,49,38.0,154.94
45202,54,35.0,162.56
72859,51,32.0,154.94
54813,68,29.0,175.26
72541,56,32.0,160.02
69152,61,30.0,160.02
3977,79,32.0,175.26
23821,56,33.0,167.64
34504,58,34.0,165.1
24881,53,27.0,160.02
2223,65,27.0,172.72
18862,70,37.0,167.64
78349,63,29.0,165.1
59327,49,24.0,154.94
6783,51,34.0,157.48
41815,63,33.0,170.18
118084,95,44.0,160.02
42341,47,26.0,147.32
76651,56,34.0,167.64
89618,61,36.0,170.18
12095,63,28.0,162.56
114183,52,25.0,157.48
15965,65,29.0,170.18
14164,64,33.0,185.42
103464,61,29.0,167.64
93089,64,46.0,172.72
94725,50,28.0,162.56
643,63,55.0,167.64
103776,74,46.0,167.64
31776,58,29.0,170.18
93422,65,25.0,165.1
89510,51,30.0,160.02
97427,53,32.0,180.34
28477,72,32.0,170.18
25086,58,35.0,170.18
74893,58,42.0,165.1
51270,56,29.0,170.18
111509,63,33.0,162.56
54936,55,30.0,157.48
29345,65,26.0,165.1
75723,57,42.0,157.48
33158,53,32.0,157.48
95466,47,117.0,152.4
69155,55,34.0,172.72
87735,63,36.0,167.64
51161,45,35.0,160.02
109124,65,28.0,162.56
89665,58,39.0,162.56
118329,65,33.0,170.18
89980,57,35.0,175.26
50211,58,30.0,165.1
6219,63,32.0,165.1
69063,65,30.0,162.56
108858,54,25.0,160.02
57846,61,47.0,167.64
40798,69,24.0,167.64
94521,61,26.0,167.64
61714,47,27.0,162.56
87147,52,26.0,160.02
48107,63,36.0,175.26
9653,54,30.0,167.64
26685,71,40.0,160.02
61002,54,60.0,162.56
113409,81,31.0,172.72
2501,68,40.0,172.72
55963,72,34.0,162.56
64871,54,31.0,162.56
104228,60,32.0,170.18
90911,58,34.0,167.64
64743,54,44.0,172.72
78731,75,27.0,172.72
114062,70,49.0,180.34
36725,68,37.0,180.34
188,61,31.0,175.26
32484,43,22.0,154.94
60574,62,36.0,170.18
111445,50,28.0,157.48
59100,65,30.0,160.02
11081,54,46.0,162.56
106491,54,31.0,165.1
86447,56,47.0,172.72
21297,70,34.0,165.1
70807,58,30.0,167.64
103303,49,42.0,152.4
45098,52,31.0,162.56
42448,81,28.0,147.32
37374,90,31.0,177.8
110402,70,33.0,160.02
43506,56,28.0,177.8
88689,58,22.0,170.18
12042,68,41.0,172.72
33589,65,35.0,165.1
77963,56,28.0,167.64
73018,55,25.0,162.56
43449,63,43.0,165.1
48885,73,34.0,177.8
10056,56,40.0,165.1
97197,70,27.0,172.72
104033,58,25.0,170.18
69600,76,44.0,172.72
115008,59,25.0,167.64
41661,49,33.0,162.56
10971,58,35.0,160.02
80620,65,57.0,162.56
103528,90,32.0,170.18
77689,90,30.0,167.64
65089,86,31.0,172.72
37541,68,28.0,160.02
102539,62,39.0,162.56
727,56,35.0,165.1
67401,56,30.0,154.94
30908,65,48.0,154.94
55876,70,26.0,172.72
109956,44,51.0,165.1
115060,63,53.0,167.64
91621,72,31.0,177.8
117569,83,35.0,167.64
63487,68,30.0,162.56
105374,77,29.0,172.72
83096,86,33.0,182.88
10123,55,26.0,170.18
45896,65,53.0,175.26
22640,62,27.0,165.1
10097,76,36.0,162.56
32945,47,31.0,152.4
8790,54,25.0,165.1
43301,61,31.0,167.64
88114,72,37.0,160.02
19762,63,32.0,162.56
67334,49,26.0,157.48
15435,65,29.0,170.18
48471,86,30.0,167.64
70684,58,44.0,172.72
50129,53,30.0,170.18
47915,56,33.0,167.64
74902,49,28.0,160.02
52189,58,34.0,160.02
16255,52,40.0,160.02
86611,63,32.0,172.72
92549,56,29.0,162.56
17271,62,28.0,160.02
22641,54,51.0,170.18
37029,56,28.0,154.94
109784,61,34.0,172.72
55483,52,29.0,160.02
31992,63,44.0,157.48
3296,57,37.0,172.72
62407,68,39.0,167.64
53997,65,30.0,182.88
55387,106,30.0,167.64
70842,54,43.0,162.56
100309,53,45.0,162.56
25374,58,27.0,154.94
54320,58,28.0,152.4
88172,63,32.0,162.56
117673,47,33.0,157.48
44390,54,38.0,160.02
89107,60,33.0,162.56
78298,49,29.0,160.02
27623,54,43.0,157.48
95553,47,24.0,154.94
117710,58,30.0,162.56
104720,68,27.0,180.34
88956,72,41.0,175.26
64556,58,33.0,167.64
87447,61,29.0,170.18
12963,57,48.0,162.56
83471,52,53.0,165.1
39628,52,33.0,167.64
5770,65,26.0,172.72
42066,71,31.0,170.18
51570,45,31.0,160.02
28291,70,55.0,165.1
85937,68,28.0,160.02
62737,48,32.0,160.02
113782,63,31.0,167.64
103645,58,31.0,175.26
91786,61,25.0,157.48
58677,52,35.0,172.72
25554,63,28.0,170.18
85734,81,56.0,167.64
37120,61,37.0,162.56
96985,49,29.0,157.48
51636,86,36.0,175.26
88617,56,33.0,167.64
115459,63,40.0,175.26
47369,68,29.0,172.72
32650,58,52.0,157.48
39959,57,34.0,157.48
60520,56,17.0,160.02
63494,55,50.0,172.72
39856,65,29.0,165.1
469,56,32.0,165.1
7124,52,34.0,160.02
31527,59,34.0,167.64
66548,104,30.0,162.56
57410,53,40.0,160.02
39563,63,25.0,170.18
71865,61,28.0,167.64
41836,70,25.0,177.8
99784,50,27.0,160.02
35228,54,43.0,160.02
27335,63,28.0,165.1
79446,55,36.0,160.02
843,90,47.0,160.02
15153,58,29.0,172.72
36500,63,48.0,167.64
60230,52,27.0,162.56
9864,78,46.0,180.34
85363,54,40.0,165.1
81901,54,24.0,160.02
76951,90,31.0,162.56
56822,70,43.0,165.1
114837,77,32.0,177.8
69869,54,23.0,157.48
45874,61,44.0,139.7
50059,61,29.0,165.1
8283,54,33.0,162.56
82017,62,32.0,175.26
56248,56,29.0,167.64
8118,58,53.0,170.18
27492,55,61.0,160.02
27441,61,35.0,162.56
19853,67,33.0,167.64
94086,58,33.0,165.1
28862,58,29.0,160.02
11083,54,32.0,157.48
13618,58,26.0,177.8
6238,58,28.0,175.26
65726,56,28.0,170.18
37601,68,30.0,177.8
93697,68,32.0,157.48
18044,61,34.0,162.56
50234,56,29.0,160.02
59677,58,40.0,165.1
4173,92,49.0,170.18
27974,61,33.0,167.64
51042,62,24.0,170.18
67670,63,38.0,172.72
13087,63,28.0,170.18
8550,63,29.0,160.02
42184,85,39.0,170.18
71931,56,24.0,162.56
108006,54,38.0,167.64
12622,43,28.0,154.94
72261,59,34.0,160.02
81299,58,39.0,170.18
103109,65,28.0,177.8
54092,56,35.0,162.56
88553,63,36.0,160.02
103747,52,30.0,167.64
17406,63,38.0,185.42
90857,61,37.0,167.64
53556,63,31.0,165.1
118679,58,31.0,165.1
56904,54,30.0,167.64
73286,56,30.0,172.72
60178,58,33.0,167.64
19166,58,31.0,165.1
26388,61,45.0,167.64
110701,72,30.0,157.48
90206,49,27.0,165.1
62056,58,34.0,165.1
82476,70,21.0,167.64
13041,65,37.0,167.64
106455,49,29.0,167.64
15685,65,31.0,172.72
92194,76,27.0,162.56
105651,65,23.0,165.1
72938,63,26.0,162.56
98312,54,27.0,160.02
